EMS_NO,FAC_NAME,COUNTY_NAME,DOCUMENT_NO,TRANSGRESS_DATE,TRANSGRESS_LAW,PENALTY_MONEY,PENALTY_DATE,ISPETITION,PETITION_RESULTS,APPEAL_OR_RESCIND,TRANSGRESS_TYPE,FAC_ADDRESS,TRANSGRESS_NAME,OPENINFOR,LAWSUIT_DATE_1,ILLEGAL_MONEY,TRACK_ILLEGAL_MONEY,COUNTY_CODE,PETITION_AGENCY,FAC_UNIFORMNO,TRANSGRESS_ADDRESS,SUBJECT,GIST_DEFINE,IMPROVE_DEADLINE,INSPECTION_CONDITION,TRANSGRESS_CONTROL_ID,IS_IMPROVE,INSPECTION_DATETIME_S,PENALTYKIND,ISIMPORTANT,PAYMENTSTATE,ISREMINDER,ISADMINCOURT,IsReduceMoney
A3995069,達和廢棄物清除股份有限公司,臺北市,44-109-070001,2020-04-06,廢棄物清理法第31條第1項第3款,6000,2020-07-02,0,,,廢棄物清除處理機構,臺北市中山區德惠街一六之五號七樓,達和廢棄物清除股份有限公司,"一般事業廢棄物之清運機具未裝置即時追蹤系統維持正常運作 (經查貴公司清運車輛車號:4*-*S，於109年4月6、7、8、9、10、11日及車號4*-*V於109年4月6、8、9、11、15、16、18、20、23日，到達產源及處理機構時未刷取申報聯單上之條碼) (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,86720268,臺北市信義區市府路1號7樓(西北區),罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第3款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A3995069,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
S3001292,綠生企業股份有限公司,高雄市,34-109-060001,2020-04-06,毒性及關注化學物質管理法第13條第1項，毒性及關注化學物質管理法第8條第4項,1000000,2020-06-12,0,,,毒性化學物質,高雄市湖內區太爺里中山路二段二四號,綠生企業股份有限公司,貴公司確未依規定於取得第四類毒性化學物質「甲基異丁酮」及第一類毒性化學物質「氯苯」輸入許可前即於108年12月11日輸入該兩種毒化物，已違反毒性及關注化學物質管理法第8條第4項：「第四類毒性化學物質之運作，應於運作前向直轄市、縣（市）主管機關申報該毒性化學物質之毒理相關資料，並經該主管機關核可，並依核可內容運作。」，及同法第13條第1項「製造、輸入、販賣第一類至第三類毒性化學物質之運作，應向直轄市、縣（市）主管機關申請核發許可證，並依許可證內容運作。」之規定。,,,,33,,85736755,高雄市湖內區太爺里中山路二段二四號,罰鍰新臺幣1000000元整。處環境講習2小時整。,違反毒性及關注化學物質管理法第13條第1項及毒性及關注化學物質管理法第8條第4項之規定，並依毒性及關注化學物質管理法第55條第2款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,S3001292,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
F06B6243,仙境傳說社區管理委員會,新北市,30-109-060009,2020-04-06,水污染防治法第19條,60000,2020-06-08,0,,,水污染,新北市新莊區青山路一段五六號,仙境傳說社區管理委員會,貴管理委員會所屬****社區專用污水下水道系統，領有水污染防治許可文件（新北市環水許字第05125-00號），稽查時，污水處理設施運作中，惟查污水經由調勻站直接抽至放流槽排放，未依許可登記事項運作。,,,,08,,09687939,新北市新莊區青山路一段五六號,罰鍰新臺幣60000元整。處環境講習2小時整。,違反水污染防治法第19條準用第14條規定，爰依水污染防治法第47條暨違反水污染防治法罰鍰額度裁量基準第2條、第3條及第5條第3項規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,F06B6243,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
F14097000969,豪豐營造股份有限公司,臺北市,22-109-050001,2020-04-06,噪音管制法第9條第1項第4款，噪音管制標準第6條,18000,2020-05-04,0,,,噪音污染,新北市蘆洲區光榮路九七巷六一號,豪豐營造股份有限公司-105建字第0038號新建工程,"營建工程- 噪音(20Hz至20kHz)超過管制標準。(測量值：67.8分貝、管制標準值：67分貝) (工程名稱:常殷泊美集合住宅新建工程、建造執照:105建字第0038號)",,,,01,,27453461,臺北市北投區三合街1段82巷與三合街1段82巷86弄交叉口,罰鍰新臺幣18000元整。處環境講習4小時整。,違反噪音管制法第9條第1項第4款及噪音管制標準第6條之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A44B3874,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
E1603042,順茂工業有限公司育才廠,高雄市,30-109-070004,2020-04-06,水污染防治法第7條第1項,108000,2020-07-03,0,,,水污染,高雄市岡山區灣裡里育才路九巷二號,順茂工業有限公司育才廠,"本局於109年4月6日派員至該廠查核時，於現場放流口（D01）取樣化驗結果：鋅為6.12 mg/L（標準限值為5 mg/L），未符合放流水標準；前述情事，業已違反水污染防治法第7條第1項（略以）：「事業...排放廢（污）水於地面水體者，應符合放流水標準。」規定。",,,,33,,27610286,高雄市岡山區育才路九巷二號,罰鍰新臺幣108000元整。限改日期：109年08月09日。處環境講習2小時整。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-08-09,,E1603042,待改善,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,
E5600029,大強鋼鐵鑄造股份有限公司高雄廠,高雄市,20-109-050036,2020-04-06,空氣污染防制法第24條第2項,100000,2020-05-21,0,,,固定空污,高雄市小港區山明里世全路一號,大強鋼鐵鑄造股份有限公司高雄廠,"貴廠經環保署環境督察總隊南區環境督察大隊於109年4月6日派員督察，發現M01製程污染防制設備旋風集塵器(A001)壓降約95 mmH2O（許可範圍20~50 mmH2O），未依許可內容操作，違反空氣污染防制法第24條第2項規定。",,,,33,,36534649,高雄市小港區山明里世全路一號,罰鍰新臺幣100000元整。限改日期：109年06月23日。處環境講習2小時整。,"違反「空氣污染防制法」第24條第2項規定，並依同法第62條第1項第5款規定裁處。 依環境教育法第23條第2款之規定裁處環境講習",2020-06-23,,E5600029,已改善完成,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
B20097012594,元聚營造有限公司,臺中市,41-109-050186,2020-04-06,廢棄物清理法第27條第2款,4800,2020-05-14,0,,,一般廢棄物,臺中市西區忠誠里臺灣大道二段五七三號五樓,元聚營造有限公司-國聚建設股份有限公司-東區旱溪段新建工程,本局於109年4月6日至「國聚建設有限公司-東區旱溪段新建工程(管制編號:B107B21022-1)」工地稽查，發現營建工程未妥善防範致工地車輛之輪胎附帶廢土或污泥污染路面。,,,,31,,89304049,臺中市東區旱溪段250地號等1筆,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，依廢棄物清理法第50條第3款及「違反廢棄物清理法罰鍰額度裁罰準則」第2條第1款規定裁處。,,,B19A5126,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
J5700231,大享容器工業股份有限公司,新竹縣,22-109-050001,2020-04-05,噪音管制法第9條第1項第1款,6000,2020-05-05,0,,,噪音污染,新竹縣新埔鎮文山路犁頭山段一一一八號,大享容器工業股份有限公司,廠內生產線作業機台運轉時產生噪音，經量測後超出噪音管制標準,,,,11,,46007218,新竹縣新埔鎮文山路犁頭山段一一一八號,罰鍰新臺幣6000元整。限改日期：109年01月31日。處環境講習1小時整。,違反噪音管制法第9條第1項第1款之規定，並依噪音管制法第24條第1項第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-01-31,,J5700231,待改善,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
A35097000143,華熊營造股份有限公司,臺北市,40-109-040048,2020-04-05,廢棄物清理法第27條第2款,4800,2020-04-23,0,,,事業廢棄物,臺北市大安區敦化南路一段二○五號一二樓之八,華熊營造股份有限公司-105建字第0215號新建工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道(耕云大新建工程,105建字第0215號,泥沙污染路面)(污染程度A=1,污染特性B=4,危害程度C=1)",,,,01,,14024952,臺北市大安區和平東路3段464巷2號旁,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A35C5383,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A35097000143,華熊營造股份有限公司,臺北市,41-109-041516,2020-04-05,廢棄物清理法第27條第2款,4800,2020-04-20,0,,資料鍵入錯誤，污染別輸入錯誤,一般廢棄物,臺北市大安區敦化南路一段二○五號一二樓之八,華熊營造股份有限公司-105建字第0215號新建工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道 (工程名稱:耕云大樓新建工程,建號:105建字第0215號;泥沙未妥善處理污染路面,有礙環境衛生) (污染程度Ａ=1，污染特性Ｂ=4，危害程度Ｃ=1)",,,,01,,14024952,臺北市大安區和平東路3段464巷2號旁,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A35C5383,不須改善,,罰鍰(非連續處罰),,不須繳納,否,否,
L9201298,月眉國際開發股份有限公司,臺中市,22-109-060022,2020-04-05,噪音管制法第9條第1項第3款,3000,2020-06-22,0,,,噪音污染,臺中市后里區福容路三號,月眉國際開發股份有限公司,查獲該公司周界外量測營業(賽車活動)產生之噪音均能音量為59分貝，背景音量為45.1分貝(與測量音源相差10分貝，不予修正)，仍超出日間時段第二類噪音管制區營業場所噪音管制標準57分貝，核已違反噪音管制法第9條第1項第3款規定。,,,,31,,96867183,臺中市后里區甲后路二段682巷98號旁空地,罰鍰新臺幣3000元整。,違反噪音管制法第9條第1項第3款之規定，並依噪音管制法第24條第1項第2款裁處。,,,L9201298,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
F1517384,洛城營造有限公司,桃園市,22-109-050040,2020-04-04,噪音管制法第8條第4款,3000,2020-05-14,0,,,噪音污染,新北市五股區成泰路一段二號一○樓,洛城營造有限公司,貴公司於本市龜山區大湖一路128號後方工地從事新建工程，案經本府環境保護局派員於109年4月4日(星期六)12時09分前往稽查，現場使用動力機械(灌漿機)操作，產生噪音致妨害他人生活環境安寧，核已違反噪音管制法第8條第4款暨本府105年3月1日府環噪字第1050045020號公告事項三、「營建工程於本市各類噪音管制區內，晚上十時至翌日上午八時及例假日中午十二時至下午二時，不得使用動力機械操作致妨礙安寧之行為。」之規定,,,,10,,22210254,桃園市龜山區大湖一路128號後方,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,F1517384,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
F23A4065,驊昇物流有限公司,新北市,44-109-070015,2020-04-04,廢棄物清理法第9條第1項,60000,2020-07-31,0,,,廢棄物清除處理機構,新北市八里區龍形一街一二巷一二號四樓,驊昇物流有限公司,貴公司所有車輛(車牌號碼：曳引車車號：KLD-2978、半拖車車號：7V-93)載運剩餘土石方，經攔查雖隨車持有買賣文件，惟經查證產源及處理地點均有誤，視為未隨車持有載明剩餘土石方產生源及處理地點之證明文件以供檢查,,,,08,,27582768,新北市八里區中華路3段131巷對面,罰鍰新臺幣60000元整。處環境講習2小時整。,違反廢棄物清理法第9條第1項規定，並依廢棄物清理法第49條第2款及違反廢棄物清理法罰鍰額度裁罰準則第2條規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,F23A4065,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
F23A4065,驊昇物流有限公司,新北市,44-109-070016,2020-04-04,廢棄物清理法第9條第1項,60000,2020-07-31,0,,,廢棄物清除處理機構,新北市八里區龍形一街一二巷一二號四樓,驊昇物流有限公司,貴公司所有車輛(車牌號碼：曳引車車號：543-HK、半拖車車號：5M-65)載運剩餘土石方，經攔查雖隨車持有買賣文件，惟經查證產源及處理地點均有誤，視為未隨車持有載明剩餘土石方產生源及處理地點之證明文件以供檢查,,,,08,,27582768,新北市八里區中華路3段131巷對面,罰鍰新臺幣60000元整。處環境講習2小時整。,違反廢棄物清理法第9條第1項規定，並依廢棄物清理法第49條第2款及違反廢棄物清理法罰鍰額度裁罰準則第2條規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,F23A4065,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
S20A3935,環球水泥股份有限公司鳳山預拌混凝土場,高雄市,40-109-060050,2020-04-03,廢棄物清理法第28條第2項,6000,2020-06-20,0,,,事業廢棄物,高雄市大寮區中庄里鳳屏一路一四六號,環球水泥股份有限公司鳳山預拌混凝土場,貴場109年4月6日函申請專業技術人員指定代理人，案附勞工保險退保申請表，該員工已於109年3月18日離職，惟貴場未於離職（109年3月18日）後15日內（109年4月2日前）指定代理人報請本局備查，遲至109年4月6日提出，違反廢棄物清理法第28條第2項暨「指定公告應設置廢棄物專業技術人員之事業」公告事項四規定。,,,,33,,07568009,高雄市大寮區中庄里鳳屏一路一四六號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第28條第2項規定，爰依同法第55條第2款暨違反廢棄物清理法罰鍰額度裁罰準則（附表2項次3）規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,S20A3935,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
F10097002478,萬鎰營造有限公司,臺北市,22-109-050007,2020-04-03,噪音管制法第8條第4款,3000,2020-05-04,0,,,噪音污染,新北市淡水區水碓街四○巷一二號,萬鎰營造有限公司-109拆字第0015號拆除工程,營建工程未經核准，於本市第三類噪音管制區假日中午12時至下午2時，使用動力機械操作從事施工致妨礙安寧。(工程名稱:京華城拆除工程、建造執照:109拆字第0015號),,,,01,,22385606,臺北市松山區市民大道5段和東寧路交叉口旁,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,A34B5509,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
F05097016422,紹華營造股份有限公司,臺北市,22-109-050002,2020-04-03,噪音管制法第9條第1項第4款，噪音管制標準第6條,18000,2020-05-04,0,,,噪音污染,新北市新店區安興路一一五號一三樓之二,紹華營造股份有限公司-108建字第0142號新建工程,"營建工程- 噪音(20Hz至20kHz)超過管制標準。(測量值：69.9分貝、管制標準值：67分貝)(工程名稱:精業建設股份有限公司新建工程、建造執照:北市108建字第0142號)",,,,01,,84828573,臺北市北投區三合街1段82巷139號前,罰鍰新臺幣18000元整。處環境講習4小時整。,違反噪音管制法第9條第1項第4款及噪音管制標準第6條之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A44B6432,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
T5101181,旺群畜牧場,屏東縣,30-109-060034,2020-04-02,水污染防治法第14條第1項,60000,2020-06-23,0,,,水污染,屏東縣鹽埔鄉鹽埔段一○二之二地號,旺群畜牧場,臺端經營旺群畜牧場從事豬隻畜殖業，經本府環境保護局於109年4月2日派員稽查，並未向主管機關申請核發排放許可證或簡易排放許可文件，逕排廢水於地面水體，已違反水污染防治法第14條第1項規定,,,,20,,,屏東縣鹽埔鄉鹽中村豐年路9巷9號,罰鍰新臺幣60000元整。自109年06月23日起停止作為、停止貯存、停工、停產。處環境講習8小時整。,違反水污染防治法第14條第1項之規定，並依水污染防治法第45條第1項裁處。依環境教育法第23條第1款之規定裁處環境講習,,,T5101181,不須改善,,勒令停工，勒令停工，罰鍰(非連續處罰),否,尚未繳款,否,否,
T5001042,金順牧場,屏東縣,30-109-060043,2020-04-02,水污染防治法第20條第1項,30000,2020-06-30,0,,,水污染,屏東縣里港鄉載興村載南路一之一○號,金順牧場,臺端經營金順牧場從事豬隻畜殖業，係屬水污染防治法公告應列管事業，經本府環境保護局於109年4月2日派員稽查，發現並未向主管機關申請核發廢水貯留許可證，逕貯留廢水於場內，已違反水污染防治法第20條第1項規定。,,,,20,,,屏東縣里港鄉載興村16鄰載南路1之10號,罰鍰新臺幣30000元整。自109年06月30日起停止作為、停止貯存、停工、停產。處環境講習8小時整。,違反水污染防治法第20條第1項之規定，並依水污染防治法第48條第1項裁處。依環境教育法第23條第1款之規定裁處環境講習,,,T5001042,不須改善,,勒令停工，罰鍰(非連續處罰),否,無分期已繳清,否,否,
T4801057,曹文昭畜牧場,屏東縣,30-109-060015,2020-04-02,水污染防治法第7條第1項,48400,2020-06-15,0,,,水污染,屏東縣麟洛鄉玄聖段六八地號,曹文昭畜牧場,"""1.本局於109.4.2日派員稽查。2.稽查時，該畜牧場養約1200頭豬，於放流口有水排放，於放流口採水樣送驗，待檢驗結果出來後依法辦理。""",,,,20,,,屏東縣麟洛鄉22.665055°120.535451°,罰鍰新臺幣48400元整。限改日期：109年07月31日。處環境講習2小時整。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第2項裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-07-31,,T4801057,待改善,,罰鍰(非連續處罰)，限期改善，罰鍰(非連續處罰),否,尚未繳款,否,否,
N0809945,瀚森五金有限公司,彰化縣,30-109-040029,2020-04-02,水污染防治法第21條第2項,10000,2020-04-28,0,,,水污染,彰化縣鹿港鎮頂番里彰頂路一六○號,瀚森五金有限公司,經本府109年1月6日府授環水字第1090000868A號函核定註銷乙級廢水處理專責人員並由代理人代理至109年4月1日，惟屆期未依規定重新申請核定設置。,,,,14,,27781345,彰化縣鹿港鎮頂番里彰頂路一六○號,罰鍰新臺幣10000元整，並限期109年6月1日前，完成乙級廢水處理專責人員核定設置，否則將依法於期限屆滿之翌日起執行按次處罰。限改日期：109年06月01日。處環境講習1小時整。,違反水污染防治法第21條第2項暨廢（污）水處理專責單位或人員設置及管理辦法第24條第1款及第11款規定，爰依同法第48條第3項及「違反水污染防治法罰鍰額度裁罰準則」第2條、第3條、第5條及其附表3、附表8規定裁處依環境教育法第23條第2款之規定裁處環境講習,2020-06-01,,N0809945,已改善完成,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
L9505595,廣獲企業有限公司,臺中市,41-109-050834,2020-04-02,廢棄物清理法第27條第2款,2400,2020-05-22,0,,,一般廢棄物,臺中市大雅區六寶里文化路一四五號,廣獲企業有限公司,現場查獲貴公司車輛進出時未採有效防制措施致車輪夾帶泥沙污染周界道路，核已違反廢棄物清理法第27條第2款規定。,,,,31,,23247482,臺中市大雅區文化路145號,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,L9505595,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
R1105856,平順環保工程商行,臺南市,41-109-050062,2020-04-02,廢棄物清理法第9條第1項,60000,2020-05-07,0,,,一般廢棄物,臺南市歸仁區六甲里民生十二街一一五巷一五號一樓,,本局於109年4月2日15時許派員前往本市歸仁區沙崙段1805、1807地號土地稽查時，發現貴商行所有之砂石車輛(車號：662-RJ)運載剩餘土石方時未隨車持有載明剩餘土石方產生源及處理地點之證明文件，以供檢查。,,,,32,,99199910,臺南市歸仁區沙崙段1805、1807地號,罰鍰新臺幣60000元整。處環境講習2小時整。,違反廢棄物清理法第9條第1項規定，爰依同法第49條第2款暨違反廢棄物清理法罰鍰額度裁罰準則第2條第4款附表四項次一規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
E5607608,首捷環保實業有限公司,高雄市,44-109-040014,2020-04-02,廢棄物清理法第36條第1項，事業廢棄物貯存清除處理方法及設施標準第13條第1項,6000,2020-04-24,0,,,廢棄物清除處理機構,高雄市小港區崇明街一四九之二號,首捷環保實業有限公司,本局三民西區清潔隊109年4月2日10時巡查時，發現貴公司清除車輛（ZY-959）於本市三民區察哈爾一街松江街口，壓縮作業時垃圾滲出水溢滿至道路，未防止垃圾滲出水溢漏致污染環境，違反廢棄物清理法第36條第1項暨事業廢棄物貯存清除處理方法及設施標準第13條第1項規定。,,,,33,,70497067,高雄市鳥松區澄清路834號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第36條第1項暨事業廢棄物貯存清除處理方法及設施標準第13條第1項規定，爰依同法第52條暨違反廢棄物清理法事件裁罰準則（附表二項次13）規定處分。依環境教育法第23條第2款之規定裁處環境講習,,,E5607608,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A38097006344,三星營造股份有限公司,臺北市,40-109-040040,2020-04-02,廢棄物清理法第27條第2款,4800,2020-04-21,0,,,事業廢棄物,臺北市大同區承德路三段二三二號六樓,三星營造股份有限公司-106建字第0068號新建(含拆除)工程,"工程施工進出車輛輪胎夾帶污泥污染道路 (工程名稱:台北市大同區延平國民小學校舍整體改建工程,建號106建字第0068號) (污染程度Ａ=1，污染特性Ｂ=4，危害程度Ｃ=1)",,,,01,,94841076,臺北市大同區昌吉街160號對面,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A38B8810,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
H53A0704,嘉德創資源股份有限公司,桃園市,20-109-070004,2020-04-02,空氣污染防制法第24條第2項,100000,2020-07-02,0,,,固定空污,桃園市觀音區大潭里環科路二三一號,嘉德創資源股份有限公司,貴公司領有本府核發鐵合金冶煉(含事業廢棄物再利用或處理程序)(M01)固定污染源操作許可證(操證字第H4950-05號)，案經本府環境保護局於109年4月2日派員前往稽查，查獲電熱熔融還原爐(E001)產生之廢氣未以氣罩收集，逕行逸散至大氣中(許可登載收集方式為氣罩收集)，未依前揭許可證內容進行操作。,,,,10,,89670880,桃園市觀音區大潭里環科路231號,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第24條第2項之規定，並依空氣污染防制法第62條第1項第5款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H53A0704,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,
A36A5651,大陸工程股份有限公司,桃園市,22-109-050032,2020-04-02,噪音管制法第8條第4款,3000,2020-05-13,0,,,噪音污染,臺北市大安區敦化南路二段九五號,大陸工程股份有限公司,貴公司於本市桃園捷運綠線GC01標高架段土建統包工程，案經本府環境保護局派員於109年4月2日13時26分前往稽查，現場使用動力機械(打摏機)操作，產生噪音致妨害他人生活環境安寧，核已違反噪音管制法第8條第4款暨本府105年3月1日府環噪字第1050045020號公告事項三、「營建工程於本市各類噪音管制區內，晚上十時至翌日上午八時及例假日中午十二時至下午二時，不得使用動力機械操作致妨礙安寧之行為。」之規定,,,,10,,33020007,桃園市蘆竹區中正北路330號前,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,A36A5651,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
T5100399,勝志畜牧場,屏東縣,30-109-070010,2020-04-02,水污染防治法第20條第1項,30000,2020-07-13,0,,,水污染,屏東縣鹽埔鄉新高段五九地號,勝志畜牧場,臺端經營勝志畜牧場從事豬隻畜殖業，係屬水污染防治法公告應列管事業，經本府環境保護局於109年4月2日派員稽查，發現並未向主管機關申請核發廢水貯留許可證，逕貯留廢水於場內，已違反水污染防治法第20條第1項規定。,,,,20,,,屏東縣鹽埔鄉新高段59地號,罰鍰新臺幣30000元整。限改日期：109年07月13日。處環境講習2小時整。,違反水污染防治法第20條第1項之規定，並依水污染防治法第48條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-07-13,,T5100399,待改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,
E53A1377,高雄市政府工務局,高雄市,41-109-051027,2020-04-02,廢棄物清理法第27條第2款,2400,2020-05-14,0,,,一般廢棄物,高雄市苓雅區四維三路二號五樓,高雄市政府工務局,利用人行道或路旁做為工作場所，未妥善管理作業物品，致污染路面(割草後草葉屑),,,,33,,81167401,高雄市左營區翠華路上,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法罰鍰額度裁罰準則裁處。,,,E53A1377,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A37A3264,福邑清潔工程行,臺北市,44-109-040045,2020-04-01,廢棄物清理法第42條，公民營廢棄物清除處理機構許可管理辦法第20條第1項,6000,2020-04-30,0,,,廢棄物清除處理機構,臺北市萬華區寶興街一四○巷一○號,福邑清潔工程行,"清除、處理機構從事廢棄物清除、處理業務，應事先與委託人訂定契約書 (清除紀錄表) (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,25571499,臺北市萬華區寶興街140巷10號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第42條及公民營廢棄物清除處理機構許可管理辦法第20條第1項之規定，並依廢棄物清理法第55條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A37A3264,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
N1901322,力群鐵線股份有限公司,彰化縣,30-109-060027,2020-04-01,水污染防治措施及檢測申報管理辦法第65條，水污染防治法第18條,10000,2020-06-24,0,,,水污染,彰化縣花壇鄉長沙村中正東街一○巷八七號,力群鐵線股份有限公司,所設置之累計型水量計測設施未依規定每年至少校正1次（108年未校正）,,,,14,,22082552,彰化縣花壇鄉長沙村中正東街一○巷八七號,罰鍰新臺幣10000元整，因109年已有校正，故不另訂改善期限。處環境講習1小時整。,違反水污染防治法第18條暨水污染防治措施及檢測申報管理辦法第65條規定，爰依水污染防治法第46條及「違反水污染防治法罰鍰額度裁罰準則」第2條、第3條、第5條及其附表3、8規定裁處依環境教育法第23條第2款之規定裁處環境講習,,,N1901322,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,
S2015916,長春人造樹脂廠股份有限公司大發二廠,高雄市,20-109-050007,2020-04-01,空氣污染防制法第23條第1項,100000,2020-05-05,0,,,固定空污,高雄市大寮區過溪里華西路六號,長春人造樹脂廠股份有限公司大發二廠,貴廠於高雄市大寮區過溪里華西路六號從事化學原材料製造業，本局於109年4月6日稽查貴廠酚類化學製造程序(M02)（證號：高市環局空操許證字第E0217-06號）貴廠於109年4月1日約10時27分因旨揭防制設備未正常運作導致P207排放管道排放黑煙，已違反空氣污染防制法第23條第1項規定。,,,,33,,11384708,高雄市大寮區過溪里華西路六號,罰鍰新臺幣100000元整。處環境講習2小時整。,"違反「空氣污染防制法」第23條第1項規定，並依「空氣污染防制法」第62條規定裁處。 依環境教育法第23條第2款之規定裁處環境講習",,,S2015916,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
A43B7594,忠霖景觀園藝有限公司,臺北市,44-109-070010,2020-04-01,廢棄物清理法第42條,18000,2020-07-13,0,,,廢棄物清除處理機構,臺北市士林區社中街三三○號一樓,忠霖景觀園藝有限公司,"違反公民營廢棄物清除處理機構應具備之條件、自有設施、分級、專業技術人員設置、許可、許可期限、廢止許可、停工、停業、歇業、復業及其他應遵行事項之管理辦法(經查貴公司未經許可設置轉運站違反規定，於北投區洲美段2小段280地號堆置大量土石方營建混合物)(污染程度A=1,污染特性B=3,危害程度C=1)",,,,01,,24748822,臺北市北投區洲美街臨249號,罰鍰新臺幣18000元整。處環境講習4小時整。,違反廢棄物清理法第42條之規定，並依廢棄物清理法第55條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A43B7594,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
